tab	measurements
measurement	specimen	experiment	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
D6A-555a_LP-DIR-AF-477	D6A-555a	D6A-555a_LP-DIR-AF	    0.5	167.8	-54.8 	 3.000e-03	0	0.00	0.00	4	273	This study	hargrave 2026-07-23 13:25:08	LT-AF-Z:LP-DIR-AF	g	476	u	8	273			pmagpy-4.4.0	1.21e-05	7.69e-08	5.92e-08	6.29e-08
D6A-555a_LP-DIR-AF-478	D6A-555a	D6A-555a_LP-DIR-AF	    0.5	165.3	-59.1 	 4.000e-03	0	0.00	0.00	5	273	This study	hargrave 2026-07-23 13:28:34	LT-AF-Z:LP-DIR-AF	g	477	u	8	273			pmagpy-4.4.0	1.14e-05	7.21e-08	5.94e-08	5.70e-08
D6A-555a_LP-DIR-AF-479	D6A-555a	D6A-555a_LP-DIR-AF	    0.5	163.4	-61.1 	 5.000e-03	0	0.00	0.00	6	273	This study	hargrave 2026-07-23 13:32:00	LT-AF-Z:LP-DIR-AF	g	478	u	8	273			pmagpy-4.4.0	1.09e-05	6.90e-08	5.93e-08	5.38e-08
D6A-555a_LP-DIR-AF-480	D6A-555a	D6A-555a_LP-DIR-AF	    0.5	159.8	-63.7 	 7.500e-03	0	0.00	0.00	7	273	This study	hargrave 2026-07-23 13:35:27	LT-AF-Z:LP-DIR-AF	g	479	u	8	273			pmagpy-4.4.0	1.00e-05	6.10e-08	5.72e-08	4.70e-08
D6A-555a_LP-DIR-AF-481	D6A-555a	D6A-555a_LP-DIR-AF	    0.5	158.4	-64.3 	 1.000e-02	0	0.00	0.00	8	273	This study	hargrave 2026-07-23 13:38:53	LT-AF-Z:LP-DIR-AF	g	480	u	8	273			pmagpy-4.4.0	9.27e-06	5.41e-08	5.45e-08	4.24e-08
D6A-555a_LP-DIR-AF-482	D6A-555a	D6A-555a_LP-DIR-AF	    0.5	156.7	-64.1 	 1.250e-02	0	0.00	0.00	9	273	This study	hargrave 2026-07-23 13:42:20	LT-AF-Z:LP-DIR-AF	g	481	u	8	273			pmagpy-4.4.0	8.66e-06	4.89e-08	5.18e-08	3.92e-08
D6A-555a_LP-DIR-AF-483	D6A-555a	D6A-555a_LP-DIR-AF	    0.5	155.9	-63.6 	 1.500e-02	0	0.00	0.00	10	273	This study	hargrave 2026-07-23 13:45:46	LT-AF-Z:LP-DIR-AF	g	482	u	8	273			pmagpy-4.4.0	8.09e-06	4.53e-08	4.88e-08	3.64e-08
D6A-555a_LP-DIR-AF-484	D6A-555a	D6A-555a_LP-DIR-AF	    0.5	155.3	-63.3 	 1.750e-02	0	0.00	0.00	11	273	This study	hargrave 2026-07-23 13:49:13	LT-AF-Z:LP-DIR-AF	g	483	u	8	273			pmagpy-4.4.0	7.66e-06	4.21e-08	4.59e-08	3.47e-08
D6A-555a_LP-DIR-AF-485	D6A-555a	D6A-555a_LP-DIR-AF	    0.5	155.4	-62.7 	 2.000e-02	0	0.00	0.00	12	273	This study	hargrave 2026-07-23 13:52:40	LT-AF-Z:LP-DIR-AF	g	484	u	8	273			pmagpy-4.4.0	7.27e-06	3.93e-08	4.37e-08	3.30e-08
D6A-555a_LP-DIR-AF-486	D6A-555a	D6A-555a_LP-DIR-AF	    0.6	154.7	-62.6 	 2.250e-02	0	0.00	0.00	13	273	This study	hargrave 2026-07-23 13:56:07	LT-AF-Z:LP-DIR-AF	g	485	u	8	273			pmagpy-4.4.0	6.90e-06	4.13e-08	5.31e-08	3.21e-08
D6A-953a_LP-DIR-AF-487	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	213.8	-17.3 	0	0	0.00	0.00	0	273	This study	hargrave 2026-07-22 20:47:40	LT-NO:LP-DIR-AF	g	486	u	8	273			pmagpy-4.4.0	2.77e-05	1.37e-07	1.51e-07	9.43e-08
D6A-953a_LP-DIR-AF-488	D6A-953a	D6A-953a_LP-DIR-AF	    0.5	215.8	-17.5 	 1.000e-03	0	0.00	0.00	1	273	This study	hargrave 2026-07-22 20:49:15	LT-AF-Z:LP-DIR-AF	g	487	u	8	273			pmagpy-4.4.0	2.62e-05	1.38e-07	1.53e-07	8.63e-08
D6A-953a_LP-DIR-AF-489	D6A-953a	D6A-953a_LP-DIR-AF	    0.5	221.8	-19.6 	 2.000e-03	0	0.00	0.00	2	273	This study	hargrave 2026-07-22 20:50:50	LT-AF-Z:LP-DIR-AF	g	488	u	8	273			pmagpy-4.4.0	2.33e-05	1.32e-07	1.35e-07	6.80e-08
D6A-953a_LP-DIR-AF-490	D6A-953a	D6A-953a_LP-DIR-AF	    0.5	229.0	-22.0 	 3.000e-03	0	0.00	0.00	3	273	This study	hargrave 2026-07-22 20:52:25	LT-AF-Z:LP-DIR-AF	g	489	u	8	273			pmagpy-4.4.0	2.10e-05	1.25e-07	1.19e-07	5.25e-08
D6A-953a_LP-DIR-AF-491	D6A-953a	D6A-953a_LP-DIR-AF	    0.5	235.6	-23.9 	 4.000e-03	0	0.00	0.00	4	273	This study	hargrave 2026-07-22 20:56:13	LT-AF-Z:LP-DIR-AF	g	490	u	8	273			pmagpy-4.4.0	1.93e-05	1.19e-07	1.12e-07	4.09e-08
D6A-953a_LP-DIR-AF-492	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	239.2	-24.8 	 5.000e-03	0	0.00	0.00	5	273	This study	hargrave 2026-07-22 20:59:38	LT-AF-Z:LP-DIR-AF	g	491	u	8	273			pmagpy-4.4.0	1.83e-05	1.09e-07	1.06e-07	3.73e-08
D6A-953a_LP-DIR-AF-493	D6A-953a	D6A-953a_LP-DIR-AF	    0.5	244.6	-25.5 	 7.500e-03	0	0.00	0.00	6	273	This study	hargrave 2026-07-22 21:03:16	LT-AF-Z:LP-DIR-AF	g	492	u	8	273			pmagpy-4.4.0	1.62e-05	1.02e-07	9.99e-08	3.78e-08
D6A-953a_LP-DIR-AF-494	D6A-953a	D6A-953a_LP-DIR-AF	    0.5	246.7	-25.4 	 1.000e-02	0	0.00	0.00	7	273	This study	hargrave 2026-07-22 21:06:40	LT-AF-Z:LP-DIR-AF	g	493	u	8	273			pmagpy-4.4.0	1.45e-05	8.84e-08	9.34e-08	3.27e-08
D6A-953a_LP-DIR-AF-495	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	247.3	-24.8 	 1.250e-02	0	0.00	0.00	8	273	This study	hargrave 2026-07-22 21:10:06	LT-AF-Z:LP-DIR-AF	g	494	u	8	273			pmagpy-4.4.0	1.32e-05	7.81e-08	8.52e-08	3.28e-08
D6A-953a_LP-DIR-AF-496	D6A-953a	D6A-953a_LP-DIR-AF	    0.5	247.6	-23.9 	 1.500e-02	0	0.00	0.00	9	273	This study	hargrave 2026-07-22 21:13:42	LT-AF-Z:LP-DIR-AF	g	495	u	8	273			pmagpy-4.4.0	1.20e-05	7.30e-08	8.02e-08	3.39e-08
D6A-953a_LP-DIR-AF-497	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	248.1	-22.8 	 1.750e-02	0	0.00	0.00	10	273	This study	hargrave 2026-07-22 21:17:07	LT-AF-Z:LP-DIR-AF	g	496	u	8	273			pmagpy-4.4.0	1.12e-05	6.25e-08	7.36e-08	3.48e-08
D6A-953a_LP-DIR-AF-498	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	248.4	-21.8 	 2.000e-02	0	0.00	0.00	11	273	This study	hargrave 2026-07-22 21:20:32	LT-AF-Z:LP-DIR-AF	g	497	u	8	273			pmagpy-4.4.0	1.04e-05	5.68e-08	6.81e-08	3.46e-08
D6A-953a_LP-DIR-AF-499	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	248.5	-21.0 	 2.250e-02	0	0.00	0.00	12	273	This study	hargrave 2026-07-22 21:23:57	LT-AF-Z:LP-DIR-AF	g	498	u	8	273			pmagpy-4.4.0	9.84e-06	5.28e-08	6.40e-08	3.44e-08
D6A-953a_LP-DIR-AF-500	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	248.5	-20.2 	 2.500e-02	0	0.00	0.00	13	273	This study	hargrave 2026-07-22 21:27:23	LT-AF-Z:LP-DIR-AF	g	499	u	8	273			pmagpy-4.4.0	9.36e-06	4.89e-08	6.14e-08	3.53e-08
D6A-953a_LP-DIR-AF-501	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	249.1	-19.4 	 2.750e-02	0	0.00	0.00	14	273	This study	hargrave 2026-07-22 21:30:48	LT-AF-Z:LP-DIR-AF	g	500	u	8	273			pmagpy-4.4.0	9.00e-06	4.58e-08	5.81e-08	3.42e-08
D6A-953a_LP-DIR-AF-502	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	248.9	-19.0 	 3.000e-02	0	0.00	0.00	15	273	This study	hargrave 2026-07-22 21:34:15	LT-AF-Z:LP-DIR-AF	g	501	u	8	273			pmagpy-4.4.0	8.67e-06	4.31e-08	5.63e-08	3.37e-08
D6A-953a_LP-DIR-AF-503	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	249.3	-18.1 	 3.500e-02	0	0.00	0.00	16	273	This study	hargrave 2026-07-22 21:37:41	LT-AF-Z:LP-DIR-AF	g	502	u	8	273			pmagpy-4.4.0	8.22e-06	3.93e-08	5.18e-08	3.26e-08
D6A-953a_LP-DIR-AF-504	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	249.0	-17.7 	 4.000e-02	0	0.00	0.00	17	273	This study	hargrave 2026-07-22 21:41:31	LT-AF-Z:LP-DIR-AF	g	503	u	8	273			pmagpy-4.4.0	7.83e-06	3.79e-08	5.05e-08	3.24e-08
D6A-953a_LP-DIR-AF-505	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	249.2	-17.4 	 4.500e-02	0	0.00	0.00	18	273	This study	hargrave 2026-07-22 21:44:58	LT-AF-Z:LP-DIR-AF	g	504	u	8	273			pmagpy-4.4.0	7.50e-06	3.32e-08	4.71e-08	3.21e-08
D6A-953a_LP-DIR-AF-506	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	249.5	-17.5 	 5.000e-02	0	0.00	0.00	19	273	This study	hargrave 2026-07-22 21:48:25	LT-AF-Z:LP-DIR-AF	g	505	u	8	273			pmagpy-4.4.0	7.32e-06	3.32e-08	4.61e-08	3.11e-08
D6A-953a_LP-DIR-AF-507	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	249.3	-17.3 	 5.500e-02	0	0.00	0.00	20	273	This study	hargrave 2026-07-22 21:52:02	LT-AF-Z:LP-DIR-AF	g	506	u	8	273			pmagpy-4.4.0	7.02e-06	3.25e-08	4.39e-08	3.07e-08
D6A-953a_LP-DIR-AF-508	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	249.0	-17.4 	 6.000e-02	0	0.00	0.00	21	273	This study	hargrave 2026-07-22 21:55:29	LT-AF-Z:LP-DIR-AF	g	507	u	8	273			pmagpy-4.4.0	6.87e-06	3.04e-08	4.14e-08	2.87e-08
D6A-953a_LP-DIR-AF-509	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	248.6	-18.1 	 6.500e-02	0	0.00	0.00	22	273	This study	hargrave 2026-07-22 21:58:56	LT-AF-Z:LP-DIR-AF	g	508	u	8	273			pmagpy-4.4.0	6.54e-06	3.03e-08	4.18e-08	2.87e-08
D6A-953a_LP-DIR-AF-510	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	249.9	-17.7 	 7.000e-02	0	0.00	0.00	23	273	This study	hargrave 2026-07-22 22:02:23	LT-AF-Z:LP-DIR-AF	g	509	u	8	273			pmagpy-4.4.0	6.48e-06	2.80e-08	3.95e-08	2.77e-08
D6A-953a_LP-DIR-AF-511	D6A-953a	D6A-953a_LP-DIR-AF	    0.5	249.1	-17.4 	 7.500e-02	0	0.00	0.00	24	273	This study	hargrave 2026-07-22 22:06:02	LT-AF-Z:LP-DIR-AF	g	510	u	8	273			pmagpy-4.4.0	6.15e-06	3.49e-08	3.76e-08	2.68e-08
D6A-953a_LP-DIR-AF-512	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	249.2	-17.1 	 8.000e-02	0	0.00	0.00	25	273	This study	hargrave 2026-07-22 22:09:29	LT-AF-Z:LP-DIR-AF	g	511	u	8	273			pmagpy-4.4.0	6.00e-06	2.58e-08	3.63e-08	2.64e-08
D6A-953a_LP-DIR-AF-513	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	249.1	-17.3 	 8.500e-02	0	0.00	0.00	26	273	This study	hargrave 2026-07-22 22:13:19	LT-AF-Z:LP-DIR-AF	g	512	u	8	273			pmagpy-4.4.0	5.73e-06	2.59e-08	3.35e-08	2.51e-08
D6A-953a_LP-DIR-AF-514	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	249.2	-17.7 	 9.000e-02	0	0.00	0.00	27	273	This study	hargrave 2026-07-22 22:16:57	LT-AF-Z:LP-DIR-AF	g	513	u	8	273			pmagpy-4.4.0	5.55e-06	2.36e-08	3.37e-08	2.43e-08
D6A-953a_LP-DIR-AF-515	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	248.9	-16.9 	 9.500e-02	0	0.00	0.00	28	273	This study	hargrave 2026-07-22 22:20:24	LT-AF-Z:LP-DIR-AF	g	514	u	8	273			pmagpy-4.4.0	5.31e-06	2.27e-08	3.17e-08	2.32e-08
D6A-953a_LP-DIR-AF-516	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	248.7	-17.8 	 1.000e-01	0	0.00	0.00	29	273	This study	hargrave 2026-07-22 22:24:04	LT-AF-Z:LP-DIR-AF	g	515	u	8	273			pmagpy-4.4.0	5.04e-06	1.89e-08	3.08e-08	2.17e-08
D6A-953a_LP-DIR-AF-517	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	248.8	-17.6 	 1.050e-01	0	0.00	0.00	30	273	This study	hargrave 2026-07-22 22:27:54	LT-AF-Z:LP-DIR-AF	g	516	u	8	273			pmagpy-4.4.0	4.83e-06	2.06e-08	3.01e-08	2.13e-08
D6A-953a_LP-DIR-AF-518	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	248.7	-18.0 	 1.100e-01	0	0.00	0.00	31	273	This study	hargrave 2026-07-22 22:31:33	LT-AF-Z:LP-DIR-AF	g	517	u	8	273			pmagpy-4.4.0	4.56e-06	2.00e-08	2.71e-08	2.02e-08
D6A-953a_LP-DIR-AF-519	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	248.2	-18.6 	 1.150e-01	0	0.00	0.00	32	273	This study	hargrave 2026-07-22 22:35:00	LT-AF-Z:LP-DIR-AF	g	518	u	8	273			pmagpy-4.4.0	4.29e-06	1.93e-08	2.62e-08	1.86e-08
D6A-953a_LP-DIR-AF-520	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	248.6	-18.1 	 1.200e-01	0	0.00	0.00	33	273	This study	hargrave 2026-07-22 22:38:39	LT-AF-Z:LP-DIR-AF	g	519	u	8	273			pmagpy-4.4.0	4.14e-06	1.81e-08	2.52e-08	1.85e-08
D6A-953a_LP-DIR-AF-521	D6A-953a	D6A-953a_LP-DIR-AF	    0.5	248.1	-18.5 	 1.250e-01	0	0.00	0.00	34	273	This study	hargrave 2026-07-22 22:42:07	LT-AF-Z:LP-DIR-AF	g	520	u	8	273			pmagpy-4.4.0	3.84e-06	2.52e-08	2.61e-08	1.59e-08
D6A-953a_LP-DIR-AF-522	D6A-953a	D6A-953a_LP-DIR-AF	    0.4	248.2	-18.1 	 1.300e-01	0	0.00	0.00	35	273	This study	hargrave 2026-07-22 22:45:59	LT-AF-Z:LP-DIR-AF	g	521	u	8	273			pmagpy-4.4.0	3.60e-06	1.62e-08	2.36e-08	1.64e-08
